CUIT;EMPRESA;MODALIDAD;ORIGEN;DESTINO;TARIFA RG 41/25
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;SANTA MARIA;7357.75
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;TROPEZON;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR DIFERENCIAL;CORDOBA;TROPEZON;3236.33
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;USINA MOLLET;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;VALLE HERMOSO;10486.9
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;VILLA BUSTOS;7357.75
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;VILLA CAEIRO;7166.61
30546335557;COTA LA CALERA LTDA;REGULAR;CORDOBA;VILLA YACOANA;9801.87
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;CASA GRANDE;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;EL RETIRO;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;LA FALDA;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;MOLINARI;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;VALLE HERMOSO;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;COSQUIN;VILLA YACOANA;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;BIALET MASSE;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;BOCA SEGUNDO;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;CASA GRANDE;7780.6
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;CLUB DE PESCA;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;COSQUIN;6596.6
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;CUARTELES;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;EL RETIRO;7780.6
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;LA CALERA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR DIFERENCIAL;CUARTELES;LA CALERA;2767.67
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;LA FALDA;9472.04
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;MOLINARI;7357.75
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;MONOLITO;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;PAREDON;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;PASARELA;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;SANTA MARIA;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;USINA MOLLET;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;VALLE HERMOSO;8710.89
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;VILLA BUSTOS;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;VILLA CAEIRO;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;CUARTELES;VILLA YACOANA;8626.32
30546335557;COTA LA CALERA LTDA;REGULAR;EL RETIRO;CASA GRANDE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;EL RETIRO;LA FALDA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;EL RETIRO;VALLE HERMOSO;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;EL RETIRO;VILLA YACOANA;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;BIALET MASSE;4637.07
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;BOCA SEGUNDO;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;CASA GRANDE;7166.61
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;CLUB DE PESCA;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;COSQUIN;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;EL RETIRO;7166.61
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;LA CALERA;1522.29
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;LA FALDA;8626.32
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;MOLINARI;6596.6
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;MONOLITO;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;PAREDON;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;PASARELA;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;RIVERA PRIMERONDARTE;3129.16
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;SANTA MARIA;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;USINA MOLLET;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;VALLE HERMOSO;8203.46
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;VILLA BUSTOS;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;VILLA CAEIRO;4637.07
30546335557;COTA LA CALERA LTDA;REGULAR;LA CALERA;VILLA YACOANA;7780.6
30546335557;COTA LA CALERA LTDA;REGULAR;MALVINAS ARG.;MALVINAS ARG.;1522.29
30546335557;COTA LA CALERA LTDA;REGULAR;MOLINARI;CASA GRANDE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;MOLINARI;EL RETIRO;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;MOLINARI;LA FALDA;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;MOLINARI;VALLE HERMOSO;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;MOLINARI;VILLA YACOANA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;BIALET MASSE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;CASA GRANDE;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;COSQUIN;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;EL RETIRO;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;LA FALDA;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;MOLINARI;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;SANTA MARIA;2198.87
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;VALLE HERMOSO;5074.31
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;VILLA BUSTOS;2198.87
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;VILLA CAEIRO;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;MONOLITO;VILLA YACOANA;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;BIALET MASSE;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;CASA GRANDE;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;CLUB DE PESCA;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;COSQUIN;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;EL RETIRO;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;LA FALDA;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;MOLINARI;4215.9
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;MONOLITO;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;SANTA MARIA;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;VALLE HERMOSO;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;VILLA BUSTOS;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;VILLA CAEIRO;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;PAREDON;VILLA YACOANA;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;BIALET MASSE;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;BOCA SEGUNDO;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;CASA GRANDE;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;CLUB DE PESCA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;COSQUIN;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;EL RETIRO;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;LA FALDA;6745.45
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;MOLINARI;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;MONOLITO;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;PAREDON;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;SANTA MARIA;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;USINA MOLLET;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;VALLE HERMOSO;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;VILLA BUSTOS;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;VILLA CAEIRO;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;PASARELA;VILLA YACOANA;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;RIVERA PRIMERONDARTE;LA CALERA;3129.16
30546335557;COTA LA CALERA LTDA;REGULAR;RIVERA PRIMERONDARTE;RIVERA PRIMERONDARTE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;RIVERA PRIMERONDARTE;SALDAN;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;SALDAN;LA CALERA;2706.3
30546335557;COTA LA CALERA LTDA;REGULAR;SALDAN;RIVERA PRIMERONDARTE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;SALDAN;SALDAN;1522.29
30546335557;COTA LA CALERA LTDA;REGULAR;SANCOR;ARENALES;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;SANCOR;MALVINAS ARG.;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;SANCOR;SANCOR;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;CASA GRANDE;2706.3
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;COSQUIN;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;EL RETIRO;2706.3
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;LA FALDA;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;MOLINARI;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;VALLE HERMOSO;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;VILLA BUSTOS;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;SANTA MARIA;VILLA YACOANA;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;BIALET MASSE;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;BOCA SEGUNDO;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;CASA GRANDE;8626.32
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;CLUB DE PESCA;5328.02
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;COSQUIN;7166.61
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;CUARTELES;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR DIFERENCIAL;TROPEZON;CUARTELES;3236.19
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;EL RETIRO;8626.32
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;LA CALERA;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR DIFERENCIAL;TROPEZON;LA CALERA;3236.33
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;LA FALDA;10486.9
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;MOLINARI;7780.6
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;MONOLITO;5328.02
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;PAREDON;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;PASARELA;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;SANTA MARIA;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;TROPEZON;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR DIFERENCIAL;TROPEZON;TROPEZON;3236.19
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;USINA MOLLET;4736.02
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;VALLE HERMOSO;9133.75
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;VILLA BUSTOS;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;VILLA CAEIRO;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;TROPEZON;VILLA YACOANA;8710.89
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;BIALET MASSE;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;CASA GRANDE;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;CLUB DE PESCA;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;COSQUIN;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;EL RETIRO;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;LA FALDA;6323.43
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;MOLINARI;4215.9
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;MONOLITO;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;PAREDON;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;SANTA MARIA;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;VALLE HERMOSO;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;VILLA BUSTOS;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;VILLA CAEIRO;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;USINA MOLLET;VILLA YACOANA;5581.74
30546335557;COTA LA CALERA LTDA;REGULAR;VALLE HERMOSO;LA FALDA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA ALLENDE;LA CALERA;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA ALLENDE;RIVERA PRIMERONDARTE;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA ALLENDE;SALDAN;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA ALLENDE;VILLA ALLENDE;1522.29
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;CASA GRANDE;2706.3
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;COSQUIN;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;EL RETIRO;2706.3
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;LA FALDA;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;MOLINARI;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;VALLE HERMOSO;3636.59
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA BUSTOS;VILLA YACOANA;3213.73
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;CASA GRANDE;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;COSQUIN;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;EL RETIRO;3044.58
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;LA FALDA;4228.59
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;MOLINARI;2529.54
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;SANTA MARIA;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;VALLE HERMOSO;4215.9
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;VILLA BUSTOS;2107.53
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA CAEIRO;VILLA YACOANA;3793.89
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA YACOANA;LA FALDA;2114.29
30546335557;COTA LA CALERA LTDA;REGULAR;VILLA YACOANA;VALLE HERMOSO;2107.53
30546430754;EL PORVENIR SRL;REGULAR;ALICIA;EL FORTIN;4900.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN;ALICIA;12600.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN;EL ARANADO;5600.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN;EL FORTIN;14700.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN;LAS QUINTOARILLAS;9200.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN;SACANTA;4500.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN OESTE;CARRILOBO;4200.0
30546430754;EL PORVENIR SRL;REGULAR;CALCHIN OESTE;POZO DEL MOLLE;8200.0
30546430754;EL PORVENIR SRL;REGULAR;CARRILOBO;POZO DEL MOLLE;5100.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;ALICIA;28500.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;CALCHIN;17100.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;COSTA SACATE;9200.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;EL ARANADO;22000.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;EL FORTIN;30200.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;KILOMETRO OCTAVO0 RUTA NOVENO;3400.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;LAS QUINTOARILLAS;24500.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;LUQUE;15700.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;PILAR;6200.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;RINCON;11300.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;RIO SEGUNDO;5500.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;SACANTA;19600.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;TOLEDO;4100.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;USINA DE PILAR;6500.0
30546430754;EL PORVENIR SRL;REGULAR;CORDOBA;VILLA DEL ROSARIO;12200.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;ALICIA;20400.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;CALCHIN;9900.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;EL ARANADO;14000.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;EL FORTIN;22900.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;LAS QUINTOARILLAS;17400.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;LUQUE;7900.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;RINCON;3300.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;SACANTA;11700.0
30546430754;EL PORVENIR SRL;REGULAR;COSTA SACATE;VILLA DEL ROSARIO;4900.0
30546430754;EL PORVENIR SRL;REGULAR;EL ARANADO;ALICIA;8100.0
30546430754;EL PORVENIR SRL;REGULAR;EL ARANADO;EL FORTIN;10300.0
30546430754;EL PORVENIR SRL;REGULAR;EL ARANADO;LAS QUINTOARILLAS;5100.0
30546430754;EL PORVENIR SRL;REGULAR;KILOMETRO OCTAVO0 RUTA NOVENO;ALICIA;25500.0
30546430754;EL PORVENIR SRL;REGULAR;KILOMETRO OCTAVO0 RUTA NOVENO;CALCHIN;14600.0
30546430754;EL PORVENIR SRL;REGULAR;KILOMETRO OCTAVO0 RUTA NOVENO;COSTA SACATE;7000.0
30546430754;EL PORVENIR SRL;REGULAR;KILOMETRO OCTAVO0 RUTA NOVENO;EL ARANADO;18900.0
30546430754;EL PORVENIR SRL;REGULAR;KILOMETRO OCTAVO0 RUTA NOVENO;EL FORTIN;28100.0
